Category,Product,Unit_Price,Order_Date,City,Sales_Channel,Units_Sold,Stock_Available,Total_Sales
Women Clothing,Top,766,2024-11-29 00:00:00,Jalandhar,Offline,14,139,10724
Footwear,Running Shoes,1782,2024-11-29 01:00:00,Gurugram,Online,12,59,21384
Books,Mystery,505,2024-11-29 02:00:00,Chandigarh,Offline,11,161,5555
Beauty & Personal Care,Sunscreen,1176,2024-11-29 03:00:00,Chandigarh,Offline,9,61,10584
Footwear,Flip Flops,214,2024-11-29 04:00:00,Jalandhar,Offline,12,120,2568
Footwear,Formal Shoes,1974,2024-11-29 05:00:00,Delhi,Online,8,36,15792
Furniture,Bean Bag,1455,2024-11-29 06:00:00,Amritsar,Offline,11,71,16005
Kitchen Tools,Toaster,1659,2024-11-29 07:00:00,Mohali,Online,5,39,8295
Beauty & Personal Care,Moisturizer,800,2024-11-29 08:00:00,Jalandhar,Offline,1,28,800
Women Clothing,Saree,1021,2024-11-29 09:00:00,Jalandhar,Offline,14,87,14294
Gardening,Artificial Grass,716,2024-11-29 10:00:00,Mohali,Offline,5,123,3580
Stationery,Art Colors,1480,2024-11-29 11:00:00,Mohali,Offline,13,132,19240
Electronics,Headphones,3391,2024-11-29 12:00:00,Noida,Offline,9,93,30519
Fitness Gear,Treadmill,39457,2024-11-29 13:00:00,Chandigarh,Offline,13,89,512941
Gardening,Plant Pots,395,2024-11-29 14:00:00,Delhi,Offline,9,9,3555
Beauty & Personal Care,Face Wash,465,2024-11-29 15:00:00,Patiala,Online,6,16,2790
Home Decor,Mirror,1840,2024-11-29 16:00:00,Patiala,Online,7,195,12880
Women Clothing,Saree,1021,2024-11-29 17:00:00,Patiala,Offline,13,75,13273
Stationery,Desk Organizer,464,2024-11-29 18:00:00,Amritsar,Online,12,37,5568
Books,Cookbook,1455,2024-11-29 19:00:00,Delhi,Offline,12,61,17460
Gardening,Fertilizer,991,2024-11-29 20:00:00,Chandigarh,Online,6,126,5946
Women Clothing,Dress,2238,2024-11-29 21:00:00,Gurugram,Online,10,144,22380
Footwear,Sneakers,848,2024-11-29 22:00:00,Jalandhar,Offline,9,162,7632
Footwear,Boots,1689,2024-11-29 23:00:00,Delhi,Offline,1,179,1689
Home Decor,Photo Frame,220,2024-11-30 00:00:00,Ludhiana,Online,12,70,2640
Gardening,Garden Shovel,202,2024-11-30 01:00:00,Ludhiana,Online,7,144,1414
Books,Mystery,505,2024-11-30 02:00:00,Gurugram,Online,3,114,1515
Beauty & Personal Care,Moisturizer,800,2024-11-30 03:00:00,Gurugram,Online,9,181,7200
Electronics,Speaker,7311,2024-11-30 04:00:00,Chandigarh,Offline,1,125,7311
Furniture,Bookshelf,2794,2024-11-30 05:00:00,Jalandhar,Offline,8,176,22352
Books,Business,766,2024-11-30 06:00:00,Noida,Offline,4,173,3064
Beauty & Personal Care,Sunscreen,1176,2024-11-30 07:00:00,Gurugram,Offline,2,168,2352
Kitchen Tools,Toaster,1659,2024-11-30 08:00:00,Gurugram,Online,1,48,1659
Women Clothing,Top,766,2024-11-30 09:00:00,Patiala,Online,9,52,6894
Electronics,Smartphone,70263,2024-11-30 10:00:00,Jalandhar,Online,4,99,281052
Beauty & Personal Care,Trimmer,1345,2024-11-30 11:00:00,Chandigarh,Online,9,39,12105
Women Clothing,Lehenga,9426,2024-11-30 12:00:00,Delhi,Online,7,108,65982
Men Clothing,Jeans,1235,2024-11-30 13:00:00,Delhi,Online,14,134,17290
Beauty & Personal Care,Perfume,3214,2024-11-30 14:00:00,Delhi,Online,13,32,41782
Automotive,Tyre Inflator,3495,2024-11-30 15:00:00,Gurugram,Offline,2,194,6990
Books,Cookbook,1455,2024-11-30 16:00:00,Gurugram,Offline,2,157,2910
Electronics,Camera,133355,2024-11-30 17:00:00,Delhi,Online,11,147,1466905
Women Clothing,Saree,1021,2024-11-30 18:00:00,Jalandhar,Online,11,165,11231
Women Clothing,Skirt,516,2024-11-30 19:00:00,Amritsar,Online,12,91,6192
Automotive,Tyre Inflator,3495,2024-11-30 20:00:00,Jalandhar,Online,5,81,17475
Furniture,Shoe Rack,2275,2024-11-30 21:00:00,Chandigarh,Offline,9,44,20475
Fitness Gear,Resistance Bands,687,2024-11-30 22:00:00,Patiala,Online,13,93,8931
Furniture,Study Table,2815,2024-11-30 23:00:00,Ludhiana,Online,4,43,11260
Furniture,Shoe Rack,2275,2024-12-01 00:00:00,Chandigarh,Offline,14,80,31850
Footwear,Sneakers,848,2024-12-01 01:00:00,Patiala,Online,2,36,1696
Home Decor,Wall Painting,1146,2024-12-01 02:00:00,Noida,Offline,7,48,8022
Furniture,Bedside Table,2485,2024-12-01 03:00:00,Noida,Online,6,116,14910
Men Clothing,Shirt,402,2024-12-01 04:00:00,Noida,Online,5,110,2010
Men Clothing,Trousers,806,2024-12-01 05:00:00,Delhi,Online,13,160,10478
Automotive,Tyre Inflator,3495,2024-12-01 06:00:00,Jalandhar,Offline,2,134,6990
Kitchen Tools,Kettle,1252,2024-12-01 07:00:00,Chandigarh,Online,12,188,15024
Beauty & Personal Care,Trimmer,1345,2024-12-01 08:00:00,Delhi,Online,1,65,1345
Furniture,Bedside Table,2485,2024-12-01 09:00:00,Delhi,Online,9,107,22365
Electronics,Speaker,7311,2024-12-01 10:00:00,Delhi,Offline,10,126,73110
Beauty & Personal Care,Trimmer,1345,2024-12-01 11:00:00,Mohali,Offline,4,100,5380
Women Clothing,Dress,2238,2024-12-01 12:00:00,Patiala,Offline,3,86,6714
Books,Cookbook,1455,2024-12-01 13:00:00,Mohali,Online,10,25,14550
Fitness Gear,Gym Bag,865,2024-12-01 14:00:00,Mohali,Online,3,164,2595
Women Clothing,Top,766,2024-12-01 15:00:00,Patiala,Online,14,145,10724
Kitchen Tools,Induction Cooktop,2021,2024-12-01 16:00:00,Mohali,Online,9,65,18189
Fitness Gear,Protein Shaker,405,2024-12-01 17:00:00,Patiala,Online,6,92,2430
Beauty & Personal Care,Shampoo,441,2024-12-01 18:00:00,Delhi,Online,8,179,3528
Men Clothing,Shorts,488,2024-12-01 19:00:00,Jalandhar,Online,10,183,4880
Gardening,Pruning Shears,1063,2024-12-01 20:00:00,Gurugram,Online,5,35,5315
Furniture,Office Chair,4886,2024-12-01 21:00:00,Jalandhar,Online,13,140,63518
Books,Fiction Novel,589,2024-12-01 22:00:00,Amritsar,Online,5,149,2945
Electronics,Smartwatch,2269,2024-12-01 23:00:00,Jalandhar,Online,12,125,27228
Toys & Games,Soft Toy,1295,2024-12-02 00:00:00,Delhi,Online,14,159,18130
Women Clothing,Lehenga,9426,2024-12-02 01:00:00,Jalandhar,Online,10,15,94260
Kitchen Tools,Air Fryer,5184,2024-12-02 02:00:00,Gurugram,Online,7,12,36288
Women Clothing,Kurti,387,2024-12-02 03:00:00,Noida,Offline,4,90,1548
Men Clothing,Shorts,488,2024-12-02 04:00:00,Mohali,Online,14,77,6832
Automotive,Car Perfume,262,2024-12-02 05:00:00,Gurugram,Online,7,70,1834
Stationery,Calculator,514,2024-12-02 06:00:00,Patiala,Online,11,124,5654
Home Decor,Wall Painting,1146,2024-12-02 07:00:00,Noida,Offline,13,86,14898
Men Clothing,Trousers,806,2024-12-02 08:00:00,Ludhiana,Offline,10,116,8060
Stationery,Desk Organizer,464,2024-12-02 09:00:00,Ludhiana,Offline,14,173,6496
Electronics,Camera,133355,2024-12-02 10:00:00,Amritsar,Offline,4,24,533420
Books,Academic,634,2024-12-02 11:00:00,Amritsar,Online,14,119,8876
Furniture,Dining Chair,689,2024-12-02 12:00:00,Chandigarh,Offline,4,96,2756
Electronics,Speaker,7311,2024-12-02 13:00:00,Amritsar,Online,12,71,87732
Footwear,Sandals,1110,2024-12-02 14:00:00,Chandigarh,Online,9,42,9990
Kitchen Tools,Air Fryer,5184,2024-12-02 15:00:00,Noida,Online,9,47,46656
Men Clothing,Jeans,1235,2024-12-02 16:00:00,Ludhiana,Online,1,148,1235
Fitness Gear,Yoga Mat,961,2024-12-02 17:00:00,Amritsar,Online,4,147,3844
Furniture,Bookshelf,2794,2024-12-02 18:00:00,Amritsar,Offline,8,173,22352
Stationery,Notebook Set,579,2024-12-02 19:00:00,Amritsar,Online,11,69,6369
Home Decor,Mirror,1840,2024-12-02 20:00:00,Gurugram,Online,10,187,18400
Gardening,Pruning Shears,1063,2024-12-02 21:00:00,Mohali,Online,10,33,10630
Kitchen Tools,Knife Set,357,2024-12-02 22:00:00,Ludhiana,Offline,14,8,4998
Beauty & Personal Care,Sunscreen,1176,2024-12-02 23:00:00,Gurugram,Online,5,166,5880
Furniture,Office Chair,4886,2024-12-03 00:00:00,Jalandhar,Online,6,152,29316
Gardening,Pruning Shears,1063,2024-12-03 01:00:00,Patiala,Online,3,161,3189
Books,Children Story,463,2024-12-03 02:00:00,Ludhiana,Online,11,17,5093
Footwear,Running Shoes,1782,2024-12-03 03:00:00,Jalandhar,Online,4,137,7128
Home Decor,Wall Clock,966,2024-12-03 04:00:00,Noida,Online,3,102,2898
Toys & Games,Action Figure,2000,2024-12-03 05:00:00,Amritsar,Offline,7,142,14000
Men Clothing,Shirt,402,2024-12-03 06:00:00,Delhi,Online,13,175,5226
Gardening,Plant Pots,395,2024-12-03 07:00:00,Gurugram,Offline,11,111,4345
Automotive,Car Wax,718,2024-12-03 08:00:00,Jalandhar,Online,14,168,10052
Stationery,Desk Organizer,464,2024-12-03 09:00:00,Jalandhar,Offline,13,28,6032
Beauty & Personal Care,Shampoo,441,2024-12-03 10:00:00,Amritsar,Online,13,119,5733
Books,Children Story,463,2024-12-03 11:00:00,Noida,Offline,1,188,463
Men Clothing,Sweater,520,2024-12-03 12:00:00,Gurugram,Online,5,102,2600
Home Decor,Vase,643,2024-12-03 13:00:00,Delhi,Offline,2,183,1286
Men Clothing,T-Shirt,492,2024-12-03 14:00:00,Chandigarh,Offline,9,100,4428
Gardening,Hose Pipe,587,2024-12-03 15:00:00,Delhi,Online,2,144,1174
Furniture,Dining Chair,689,2024-12-03 16:00:00,Amritsar,Online,7,140,4823
Stationery,Notebook Set,579,2024-12-03 17:00:00,Jalandhar,Online,14,89,8106
Footwear,Sandals,1110,2024-12-03 18:00:00,Patiala,Online,9,107,9990
Books,Biography,804,2024-12-03 19:00:00,Mohali,Offline,2,38,1608
Gardening,Fertilizer,991,2024-12-03 20:00:00,Jalandhar,Online,8,9,7928
Electronics,Laptop,56023,2024-12-03 21:00:00,Gurugram,Online,13,37,728299
Toys & Games,Board Game,1102,2024-12-03 22:00:00,Patiala,Online,9,21,9918
Home Decor,Mirror,1840,2024-12-03 23:00:00,Gurugram,Offline,14,133,25760
Beauty & Personal Care,Lipstick,687,2024-12-04 00:00:00,Patiala,Online,14,112,9618
Furniture,Shoe Rack,2275,2024-12-04 01:00:00,Patiala,Offline,8,21,18200
Beauty & Personal Care,Lipstick,687,2024-12-04 02:00:00,Jalandhar,Offline,4,181,2748
Toys & Games,Board Game,1102,2024-12-04 03:00:00,Delhi,Online,14,143,15428
Kitchen Tools,Induction Cooktop,2021,2024-12-04 04:00:00,Jalandhar,Offline,10,6,20210
Fitness Gear,Cycling Machine,9021,2024-12-04 05:00:00,Noida,Online,4,119,36084
Women Clothing,Skirt,516,2024-12-04 06:00:00,Gurugram,Online,4,129,2064
Beauty & Personal Care,Shampoo,441,2024-12-04 07:00:00,Amritsar,Offline,10,188,4410
Furniture,Bookshelf,2794,2024-12-04 08:00:00,Jalandhar,Offline,6,10,16764
Books,Children Story,463,2024-12-04 09:00:00,Chandigarh,Offline,1,176,463
Kitchen Tools,Air Fryer,5184,2024-12-04 10:00:00,Delhi,Online,7,105,36288
Footwear,Formal Shoes,1974,2024-12-04 11:00:00,Ludhiana,Online,4,119,7896
Toys & Games,Lego Set,5297,2024-12-04 12:00:00,Noida,Offline,6,21,31782
Books,Biography,804,2024-12-04 13:00:00,Gurugram,Online,13,69,10452
Fitness Gear,Gym Bag,865,2024-12-04 14:00:00,Delhi,Online,1,92,865
Toys & Games,Action Figure,2000,2024-12-04 15:00:00,Chandigarh,Online,8,126,16000
Home Decor,Mirror,1840,2024-12-04 16:00:00,Ludhiana,Offline,4,186,7360
Gardening,Hose Pipe,587,2024-12-04 17:00:00,Gurugram,Online,8,170,4696
Electronics,Camera,133355,2024-12-04 18:00:00,Amritsar,Offline,6,84,800130
Kitchen Tools,Blender,1844,2024-12-04 19:00:00,Delhi,Online,14,155,25816
Stationery,Pen Pack,592,2024-12-04 20:00:00,Noida,Offline,6,196,3552
Toys & Games,Soft Toy,1295,2024-12-04 21:00:00,Delhi,Online,1,167,1295
Furniture,Shoe Rack,2275,2024-12-04 22:00:00,Amritsar,Online,12,66,27300
Fitness Gear,Gym Bag,865,2024-12-04 23:00:00,Noida,Offline,9,66,7785
Women Clothing,Kurti,387,2024-12-05 00:00:00,Amritsar,Offline,11,142,4257
Women Clothing,Dress,2238,2024-12-05 01:00:00,Ludhiana,Offline,3,151,6714
Footwear,Sandals,1110,2024-12-05 02:00:00,Amritsar,Offline,4,25,4440
Furniture,TV Unit,6016,2024-12-05 03:00:00,Mohali,Online,6,41,36096
Toys & Games,Doll House,1661,2024-12-05 04:00:00,Noida,Online,5,149,8305
Fitness Gear,Resistance Bands,687,2024-12-05 05:00:00,Noida,Online,6,84,4122
Automotive,Car Wax,718,2024-12-05 06:00:00,Ludhiana,Offline,10,148,7180
Footwear,Sandals,1110,2024-12-05 07:00:00,Ludhiana,Offline,12,191,13320
Gardening,Garden Shovel,202,2024-12-05 08:00:00,Amritsar,Offline,7,91,1414
Home Decor,Mirror,1840,2024-12-05 09:00:00,Ludhiana,Online,11,62,20240
Fitness Gear,Resistance Bands,687,2024-12-05 10:00:00,Gurugram,Online,1,129,687
Beauty & Personal Care,Hair Dryer,3061,2024-12-05 11:00:00,Mohali,Offline,4,199,12244
Footwear,Heels,1299,2024-12-05 12:00:00,Noida,Offline,13,39,16887
Kitchen Tools,Mixer Grinder,2276,2024-12-05 13:00:00,Noida,Offline,4,166,9104
Books,Mystery,505,2024-12-05 14:00:00,Ludhiana,Online,11,141,5555
Automotive,Car Vacuum,3527,2024-12-05 15:00:00,Delhi,Offline,11,63,38797
Home Decor,Photo Frame,220,2024-12-05 16:00:00,Patiala,Online,14,133,3080
Women Clothing,Handbag,699,2024-12-05 17:00:00,Gurugram,Offline,4,8,2796
Automotive,Microfiber Cloth,180,2024-12-05 18:00:00,Jalandhar,Online,8,189,1440
Gardening,Seeds Pack,262,2024-12-05 19:00:00,Chandigarh,Offline,5,193,1310
Men Clothing,Sweater,520,2024-12-05 20:00:00,Patiala,Online,12,71,6240
Men Clothing,Shirt,402,2024-12-05 21:00:00,Ludhiana,Online,9,154,3618
Kitchen Tools,Blender,1844,2024-12-05 22:00:00,Amritsar,Offline,11,64,20284
Books,Academic,634,2024-12-05 23:00:00,Ludhiana,Offline,14,166,8876
Beauty & Personal Care,Moisturizer,800,2024-12-06 00:00:00,Gurugram,Offline,1,65,800
Beauty & Personal Care,Perfume,3214,2024-12-06 01:00:00,Mohali,Online,12,101,38568
Toys & Games,Board Game,1102,2024-12-06 02:00:00,Jalandhar,Offline,5,170,5510
Footwear,Loafers,2362,2024-12-06 03:00:00,Chandigarh,Offline,5,159,11810
Electronics,Smartwatch,2269,2024-12-06 04:00:00,Gurugram,Offline,13,128,29497
Books,Cookbook,1455,2024-12-06 05:00:00,Mohali,Offline,13,25,18915
Kitchen Tools,Induction Cooktop,2021,2024-12-06 06:00:00,Noida,Online,10,111,20210
Furniture,Study Table,2815,2024-12-06 07:00:00,Ludhiana,Online,11,115,30965
Gardening,Pruning Shears,1063,2024-12-06 08:00:00,Noida,Offline,5,95,5315
Electronics,Headphones,3391,2024-12-06 09:00:00,Ludhiana,Offline,11,144,37301
Fitness Gear,Cycling Machine,9021,2024-12-06 10:00:00,Amritsar,Offline,12,89,108252
Toys & Games,Doll House,1661,2024-12-06 11:00:00,Gurugram,Online,4,90,6644
Footwear,Sneakers,848,2024-12-06 12:00:00,Patiala,Offline,13,87,11024
Furniture,Bedside Table,2485,2024-12-06 13:00:00,Mohali,Offline,13,66,32305
Kitchen Tools,Knife Set,357,2024-12-06 14:00:00,Mohali,Online,10,197,3570
Men Clothing,Sweater,520,2024-12-06 15:00:00,Mohali,Offline,11,196,5720
Furniture,Study Table,2815,2024-12-06 16:00:00,Patiala,Offline,1,157,2815
Toys & Games,Board Game,1102,2024-12-06 17:00:00,Patiala,Online,2,151,2204
Footwear,Sneakers,848,2024-12-06 18:00:00,Amritsar,Offline,12,159,10176
Gardening,Garden Shovel,202,2024-12-06 19:00:00,Delhi,Offline,7,11,1414
Kitchen Tools,Kettle,1252,2024-12-06 20:00:00,Ludhiana,Online,1,92,1252
Fitness Gear,Protein Shaker,405,2024-12-06 21:00:00,Amritsar,Online,12,182,4860
Kitchen Tools,Juicer,1747,2024-12-06 22:00:00,Patiala,Offline,11,56,19217
Footwear,Flip Flops,214,2024-12-06 23:00:00,Chandigarh,Online,5,40,1070
Books,Self-Help,391,2024-12-07 00:00:00,Jalandhar,Online,11,66,4301
Gardening,Fertilizer,991,2024-12-07 01:00:00,Noida,Online,5,64,4955
Books,Children Story,463,2024-12-07 02:00:00,Amritsar,Online,6,62,2778
Stationery,Stapler,108,2024-12-07 03:00:00,Ludhiana,Online,13,87,1404
Books,Self-Help,391,2024-12-07 04:00:00,Patiala,Offline,13,70,5083
Furniture,TV Unit,6016,2024-12-07 05:00:00,Amritsar,Online,5,150,30080
Women Clothing,Skirt,516,2024-12-07 06:00:00,Gurugram,Offline,7,97,3612
Gardening,Watering Can,281,2024-12-07 07:00:00,Gurugram,Offline,11,9,3091
Beauty & Personal Care,Trimmer,1345,2024-12-07 08:00:00,Gurugram,Offline,13,35,17485
Toys & Games,Puzzle,601,2024-12-07 09:00:00,Mohali,Offline,3,133,1803
Footwear,Sneakers,848,2024-12-07 10:00:00,Noida,Online,12,132,10176
Men Clothing,Trousers,806,2024-12-07 11:00:00,Chandigarh,Online,11,98,8866
Footwear,Flip Flops,214,2024-12-07 12:00:00,Gurugram,Online,7,83,1498
Gardening,Plant Pots,395,2024-12-07 13:00:00,Amritsar,Online,14,74,5530
Toys & Games,Doll House,1661,2024-12-07 14:00:00,Delhi,Online,14,186,23254
Stationery,Art Colors,1480,2024-12-07 15:00:00,Jalandhar,Offline,14,104,20720
Automotive,Tyre Inflator,3495,2024-12-07 16:00:00,Gurugram,Online,1,158,3495
Automotive,Engine Oil,2198,2024-12-07 17:00:00,Delhi,Online,1,182,2198
Gardening,Seeds Pack,262,2024-12-07 18:00:00,Ludhiana,Online,3,46,786
Footwear,Boots,1689,2024-12-07 19:00:00,Patiala,Offline,12,97,20268
Gardening,Hose Pipe,587,2024-12-07 20:00:00,Jalandhar,Offline,9,22,5283
Home Decor,Wall Painting,1146,2024-12-07 21:00:00,Mohali,Offline,12,62,13752
Kitchen Tools,Induction Cooktop,2021,2024-12-07 22:00:00,Gurugram,Online,4,83,8084
Beauty & Personal Care,Shampoo,441,2024-12-07 23:00:00,Mohali,Offline,14,171,6174
Kitchen Tools,Toaster,1659,2024-12-08 00:00:00,Gurugram,Online,10,178,16590
Women Clothing,Jeans,1358,2024-12-08 01:00:00,Jalandhar,Online,12,35,16296
Furniture,Dining Chair,689,2024-12-08 02:00:00,Delhi,Online,14,15,9646
Kitchen Tools,Induction Cooktop,2021,2024-12-08 03:00:00,Gurugram,Offline,12,131,24252
Electronics,Speaker,7311,2024-12-08 04:00:00,Mohali,Offline,4,156,29244
Furniture,TV Unit,6016,2024-12-08 05:00:00,Jalandhar,Online,11,131,66176
Electronics,Headphones,3391,2024-12-08 06:00:00,Amritsar,Offline,8,116,27128
Fitness Gear,Cycling Machine,9021,2024-12-08 07:00:00,Gurugram,Online,14,52,126294
Home Decor,Table Lamp,1130,2024-12-08 08:00:00,Noida,Offline,7,128,7910
Footwear,Sandals,1110,2024-12-08 09:00:00,Delhi,Offline,6,143,6660
Footwear,Heels,1299,2024-12-08 10:00:00,Ludhiana,Online,12,10,15588
Footwear,Boots,1689,2024-12-08 11:00:00,Amritsar,Online,1,118,1689
Fitness Gear,Cycling Machine,9021,2024-12-08 12:00:00,Noida,Offline,13,142,117273
Books,Self-Help,391,2024-12-08 13:00:00,Mohali,Online,2,179,782
Footwear,Boots,1689,2024-12-08 14:00:00,Delhi,Offline,6,52,10134
Gardening,Hose Pipe,587,2024-12-08 15:00:00,Noida,Online,12,168,7044
Men Clothing,Shorts,488,2024-12-08 16:00:00,Noida,Online,4,125,1952
Gardening,Hose Pipe,587,2024-12-08 17:00:00,Chandigarh,Online,7,144,4109
Books,Academic,634,2024-12-08 18:00:00,Gurugram,Online,13,12,8242
Women Clothing,Top,766,2024-12-08 19:00:00,Mohali,Offline,7,132,5362
Fitness Gear,Treadmill,39457,2024-12-08 20:00:00,Jalandhar,Offline,14,45,552398
Stationery,Whiteboard,2367,2024-12-08 21:00:00,Mohali,Offline,6,75,14202
Gardening,Hose Pipe,587,2024-12-08 22:00:00,Patiala,Offline,9,155,5283
Furniture,Bookshelf,2794,2024-12-08 23:00:00,Patiala,Offline,12,131,33528
Fitness Gear,Resistance Bands,687,2024-12-09 00:00:00,Mohali,Offline,9,87,6183
Women Clothing,Saree,1021,2024-12-09 01:00:00,Ludhiana,Online,6,129,6126
Home Decor,Cushion Covers,350,2024-12-09 02:00:00,Amritsar,Offline,14,14,4900
Fitness Gear,Treadmill,39457,2024-12-09 03:00:00,Amritsar,Online,6,46,236742
Women Clothing,Dress,2238,2024-12-09 04:00:00,Ludhiana,Online,9,16,20142
Women Clothing,Handbag,699,2024-12-09 05:00:00,Delhi,Offline,12,107,8388
Beauty & Personal Care,Lipstick,687,2024-12-09 06:00:00,Mohali,Offline,6,77,4122
Fitness Gear,Dumbbells,4152,2024-12-09 07:00:00,Patiala,Offline,11,43,45672
Beauty & Personal Care,Sunscreen,1176,2024-12-09 08:00:00,Patiala,Online,9,196,10584
Furniture,Bedside Table,2485,2024-12-09 09:00:00,Ludhiana,Offline,13,135,32305
Footwear,Formal Shoes,1974,2024-12-09 10:00:00,Gurugram,Offline,3,172,5922
Footwear,Running Shoes,1782,2024-12-09 11:00:00,Mohali,Online,11,98,19602
Fitness Gear,Jump Rope,589,2024-12-09 12:00:00,Amritsar,Offline,8,146,4712
Kitchen Tools,Juicer,1747,2024-12-09 13:00:00,Amritsar,Online,7,130,12229
Stationery,Calculator,514,2024-12-09 14:00:00,Mohali,Online,14,95,7196
Men Clothing,Trousers,806,2024-12-09 15:00:00,Mohali,Online,12,96,9672
Toys & Games,Doll House,1661,2024-12-09 16:00:00,Patiala,Online,5,87,8305
Women Clothing,Lehenga,9426,2024-12-09 17:00:00,Delhi,Online,10,27,94260
Kitchen Tools,Toaster,1659,2024-12-09 18:00:00,Ludhiana,Offline,8,51,13272
Books,Mystery,505,2024-12-09 19:00:00,Noida,Offline,2,150,1010
Furniture,Office Chair,4886,2024-12-09 20:00:00,Amritsar,Offline,14,67,68404
Automotive,Microfiber Cloth,180,2024-12-09 21:00:00,Noida,Online,13,194,2340
Gardening,Artificial Grass,716,2024-12-09 22:00:00,Delhi,Offline,8,103,5728
Furniture,Shoe Rack,2275,2024-12-09 23:00:00,Chandigarh,Online,9,121,20475
Electronics,Laptop,56023,2024-12-10 00:00:00,Chandigarh,Online,10,197,560230
Women Clothing,Top,766,2024-12-10 01:00:00,Jalandhar,Online,8,174,6128
Men Clothing,Kurta,471,2024-12-10 02:00:00,Jalandhar,Offline,5,174,2355
Home Decor,Vase,643,2024-12-10 03:00:00,Noida,Online,10,117,6430
Automotive,Car Wax,718,2024-12-10 04:00:00,Mohali,Online,1,159,718
Electronics,Headphones,3391,2024-12-10 05:00:00,Amritsar,Online,5,7,16955
Books,Business,766,2024-12-10 06:00:00,Delhi,Online,8,30,6128
Home Decor,Table Lamp,1130,2024-12-10 07:00:00,Mohali,Offline,8,158,9040
Home Decor,Photo Frame,220,2024-12-10 08:00:00,Jalandhar,Online,3,136,660
Automotive,Tyre Inflator,3495,2024-12-10 09:00:00,Amritsar,Offline,3,166,10485
Kitchen Tools,Juicer,1747,2024-12-10 10:00:00,Jalandhar,Offline,5,95,8735
Books,Mystery,505,2024-12-10 11:00:00,Mohali,Online,12,111,6060
Beauty & Personal Care,Lipstick,687,2024-12-10 12:00:00,Jalandhar,Offline,9,118,6183
Fitness Gear,Treadmill,39457,2024-12-10 13:00:00,Chandigarh,Online,3,99,118371
Furniture,Study Table,2815,2024-12-10 14:00:00,Gurugram,Offline,6,64,16890
Furniture,Study Table,2815,2024-12-10 15:00:00,Delhi,Online,11,155,30965
Furniture,Shoe Rack,2275,2024-12-10 16:00:00,Delhi,Online,14,95,31850
Stationery,Desk Organizer,464,2024-12-10 17:00:00,Amritsar,Offline,6,177,2784
Books,Self-Help,391,2024-12-10 18:00:00,Ludhiana,Online,13,61,5083
Men Clothing,Shirt,402,2024-12-10 19:00:00,Mohali,Offline,4,17,1608
Men Clothing,Kurta,471,2024-12-10 20:00:00,Noida,Online,8,195,3768
Furniture,Bean Bag,1455,2024-12-10 21:00:00,Amritsar,Online,11,193,16005
Footwear,Flip Flops,214,2024-12-10 22:00:00,Patiala,Offline,1,104,214
Footwear,Boots,1689,2024-12-10 23:00:00,Patiala,Online,6,184,10134
Home Decor,Curtains,819,2024-12-11 00:00:00,Chandigarh,Offline,13,164,10647
Electronics,Smartphone,70263,2024-12-11 01:00:00,Ludhiana,Online,10,109,702630
Home Decor,Table Lamp,1130,2024-12-11 02:00:00,Jalandhar,Online,2,83,2260
Electronics,Monitor,10433,2024-12-11 03:00:00,Patiala,Offline,4,120,41732
Toys & Games,Action Figure,2000,2024-12-11 04:00:00,Ludhiana,Offline,1,25,2000
Kitchen Tools,Toaster,1659,2024-12-11 05:00:00,Amritsar,Online,7,31,11613
Furniture,Dining Chair,689,2024-12-11 06:00:00,Mohali,Online,5,187,3445
Stationery,Notebook Set,579,2024-12-11 07:00:00,Delhi,Offline,9,27,5211
Furniture,Bean Bag,1455,2024-12-11 08:00:00,Amritsar,Online,6,17,8730
Women Clothing,Top,766,2024-12-11 09:00:00,Delhi,Offline,12,98,9192
Furniture,Bedside Table,2485,2024-12-11 10:00:00,Ludhiana,Offline,12,118,29820
Kitchen Tools,Juicer,1747,2024-12-11 11:00:00,Jalandhar,Offline,5,65,8735
Gardening,Seeds Pack,262,2024-12-11 12:00:00,Gurugram,Offline,8,138,2096
Books,Children Story,463,2024-12-11 13:00:00,Patiala,Online,8,192,3704
Furniture,Study Table,2815,2024-12-11 14:00:00,Ludhiana,Online,2,73,5630
Home Decor,Cushion Covers,350,2024-12-11 15:00:00,Chandigarh,Offline,3,98,1050
Men Clothing,Shorts,488,2024-12-11 16:00:00,Mohali,Offline,8,154,3904
Women Clothing,Kurti,387,2024-12-11 17:00:00,Mohali,Online,1,181,387
Men Clothing,Shirt,402,2024-12-11 18:00:00,Noida,Offline,3,136,1206
Women Clothing,Jeans,1358,2024-12-11 19:00:00,Noida,Offline,10,171,13580
Books,Business,766,2024-12-11 20:00:00,Jalandhar,Online,3,158,2298
Automotive,Car Vacuum,3527,2024-12-11 21:00:00,Patiala,Online,4,100,14108
Electronics,Speaker,7311,2024-12-11 22:00:00,Gurugram,Offline,4,148,29244
Beauty & Personal Care,Moisturizer,800,2024-12-11 23:00:00,Ludhiana,Offline,10,144,8000
Beauty & Personal Care,Trimmer,1345,2024-12-12 00:00:00,Amritsar,Online,10,51,13450
Kitchen Tools,Kettle,1252,2024-12-12 01:00:00,Chandigarh,Offline,8,96,10016
Women Clothing,Top,766,2024-12-12 02:00:00,Gurugram,Online,8,19,6128
Footwear,Sneakers,848,2024-12-12 03:00:00,Amritsar,Offline,2,138,1696
